,sentence,subjectivity_score,label
263,"the next question be from the line of [PROPN] [PROPN] with [PROPN] , please go ahead .",0.0,fact
264,"hi , just a question on energy cost and whether you be see any benefit to the potential to the locking low cost , natural gas price to a certain extent .",0.5678571428571428,neutral
265,and also wonder just with respect to your mining operation be you see much help from current oil price ?,0.30000000000000004,fact
266,"well , we normally do apply a hedging strategy go forward to a portion of the energy bill we need from a gas perspective .",0.6499999999999999,opinion
267,and certainly our team be diligently always look at it in order to try to expand the period of the hedge .,0.5714285714285714,neutral
268,the iron ore operation though it ' -- we be be as flexible again as we need to be .,0.0,fact
269,"if you look at the adjustment that we make to the steel production side we be align that with the mining operation , and again there be flexibility there .",0.0,fact
270,so that we can recover whenever these market change but we be try to align the whole value chain to the current market condition .,0.4,neutral
271,the next question come from the line of [PROPN] [PROPN] with [PROPN] .,0.0,fact
272,please go ahead .,0.0,fact
273,"great ,  ,  .",0.75,opinion
274,", [PROPN] .",0.0,fact
275,"hey , on the first quarter what be the kind of idle and outage cost and as we think about the ongoing cost in 2q , [PROPN] , let just say that ongoing basis assume that these three blast furnace stay idle what would be those quarterly cost ?",0.6166666666666667,neutral
276,"[PROPN] [PROPN] [PROPN] yeah , we have n't cog those specifically either .",0.0,fact
277,"in fact I think when we get into that discussion back in ' 09 , try to be helpful it create a level of confusion than it help .",0.0,fact
278,"so I mean those be just with the inefficiency the cost absorption , they be all just absorb in that .",0.6875,opinion
279,"so the timing of volume be go to be the most important factor , whether you have a line off here or a blast furnace off there , that ' not the big driver , I say we learn from our strength and past outlook and they just turn out to be very helpful anyway .",0.43,neutral
280,"okay , how about I try to ask a little bit different way , you operate at 60 % utilization rate , if you be able to maximize utilization of the facility that you have currently run what utilization rate do you get up to ?",0.525,neutral
281,"well if you go back and you look at similar condition that we have face in the past and you do the base analysis on the difference in input cost like coal and energy and all that and price , if you look at the portion of it , that we can really control we be well than we have be in those situation before and that be just go to continue .",0.37,fact
282,"in this journey where we be take cost out , improve the efficiency on a regular basis as soon as this market turn you be go to see that the earning power be go to have grow quite significantly .",0.47596153846153844,neutral
283,"all right , great .",0.6428571428571428,opinion
284,", good luck guy .",0.6000000000000001,neutral
285,all right .,0.5357142857142857,neutral
286,and we will go to line of [PROPN] [PROPN] with [PROPN] [PROPN] .,0.0,fact
287,please go ahead .,0.0,fact
288,for take my question .,0.0,fact
289,", [PROPN] .",0.0,fact
290,"hey , guy .",0.0,fact
291,I guess with respect to the [PROPN] guidance for the full year it seem like there be a heavy weighing to the back half .,0.3041666666666667,fact
292,can you maybe some clarity on how much of this be volume versus [PROPN] versus cost reduction relate ?,0.2,fact
293,then I have a follow - up .,0.0,fact
294,"[PROPN] [PROPN] [PROPN] it be a combination of all three because depend on what volume do , will dictate what we do on the cost side , will dictate what happen on the price side .",0.0,fact
295,so we will react differently depend on which direction these three piece move .,0.6,neutral
296,"certainly we will work as hard as we can on the cost side but what happen with pricing with influence our decision on what we do as far as what work we take , we do n't what configuration we go to , I think if we see a well trajectory in order rate that certainly would influence what our pricing expectation would be .",0.6711309523809523,opinion
297,"okay , that ' helpful .",0.5,neutral
298,[PROPN] [PROPN] [PROPN] there be really three move part that interact with each other so there be not a static piece for any one of they .,0.4916666666666667,neutral
299,"the one thing that be real too [PROPN] be the fact that some of the [PROPN] [PROPN] improvement that be directly relate to operational efficiency , the high utilization that you have it ' exponentially high than the number of dollar that you be go to get .",0.44499999999999995,neutral
300,so that by itself you will see translate in big dollar if we can more get volume into the operation .,0.3,fact
301,"that ' helpful , that ' helpful .",0.0,fact
302,"and then with respect to the trade case clearly we have see a significant fall in iron ore price , the dollar be high .",0.5994444444444444,neutral
303,so I guess do you think right now be a good time to potentially file a trade case give it seem like some of the market dynamic be really what 's drive the import versus unfair trading .,0.5837301587301588,neutral
304,when you look at the margin of the [PROPN] [PROPN] maker they still remain fairly positive across the board .,0.5454545454545454,neutral
305,you think now be good time or do you … any time that we can conclude the analysis be a good time to do that .,0.6000000000000001,neutral
306,"what we know be that it 's happen , it ' there , some of these factory that you mention just put a little more complication in the analysis but as soon as we nail the case it go regardless .",0.5,neutral
307,"and it really be a product by product assessment , it ' not whether a company be make , a chinese company be make money in total .",0.31666666666666665,fact
308,it be what they be do with a particular product and how they be price that particular product .,0.3333333333333333,fact
309,"yeah , regardless of all those additional factor illegal dumping be ongoing and that have get to be stop .",0.5,neutral
310,and our next question be from the line of [PROPN] [PROPN] with [PROPN] .,0.0,fact
311,please go ahead .,0.0,fact
312,", [PROPN] .",0.0,fact
313,"just curious on [ indiscernible ] and that idle and really what would bring that back give the fact that with your future operational footprint you may not need those ton and be there any future desire , if [PROPN] be restructure to reenter that business either in part or in full ?",0.3333333333333333,fact
314,the flexibility be complete over there [PROPN] .,0.4,neutral
315,"we mention in the past that there be eventually an opportunity for [PROPN] , there be eventually an opportunity for even pig iron and bring it back on be not a very difficult affair .",0.3397435897435897,fact
316,"so we have it , it ' there , it ' a good quality , the operation be excellent and it ' a flexible tool that what we have at our disposal here to use as the market need .",0.8,opinion
317,and then any comment on [PROPN] as far as willingness to get back in to that business either in part or in full if it 's restructure ?,0.5166666666666667,neutral
318,"well , it 's deconsolidate .",0.0,fact
319,they be go through their motion over there in order to resolve the situation and we 'll see how that go .,0.0,fact
320,we 'll keep our eye on it .,0.0,fact
321,"okay and then just as a follow - up if I could , be the second half exit rate in [PROPN] indicative , be n't indicative of current pricing condition or some improvement in pricing condition , i.e.",0.26666666666666666,fact
322,what we 're see on the future curve ?,0.125,fact
323,.,0.0,fact
324,"I do n't think you can look at a single quarter and use that as a full indication , give the fact that some of the variable flow through and then you really need probably a long period of time to see where that 's go .",0.3410714285714286,fact
325,our next question come from the line of [PROPN] [PROPN] with [PROPN] .,0.0,fact
326,"please go ahead [PROPN] [PROPN] yes ,  .",0.0,fact
327,[PROPN] .,0.0,fact
328,[PROPN] [PROPN] just have a follow up question on the trade case .,0.0,fact
329,"it ' clear that there be a lot of import around -- while they 're go to be clear that they be cause some injury eventually , but be it more difficult to really say that they be unfairly trade and to prove that when for most of 2014 [PROPN] sheet price be about 40 % or 50 % high than chinese or foreign price .",0.46316666666666667,neutral
330,the [PROPN] price be one of the criterion for the trade loss .,0.0,fact
331,"trade loss be what they be do in their market and what they 're do in relate to their cost , [PROPN] price be n't part of the trade loss .",0.0,fact
332,"[PROPN] [PROPN] right , I understand but you have the price premium in the [PROPN] at record high , above $ 200 for most of the year and it should n't be any surprise that import be high now because of that premium .",0.44314285714285717,neutral
333,I be just say be the delay in these case on flat roll because it ' you 're run into difficulty prove that they be unfairly trade last year ?,0.3972222222222222,neutral
334,"no , you look at it we have what 30 million ton roughly about a year and a half as import , it ' up to 47 million right now and you take a portion of that be illegally dump in here , it ' a big number .",0.3404761904761905,fact
335,"[PROPN] [PROPN] okay , so you can prove that the vast majority of they be illegally dump and price in the [PROPN] be at such a big premium for all last year versus foreign price ?",0.39880952380952384,neutral
336,"yeah , I 'm sure there be some import come in because of price arbitrage that be fairly trade and those be n't the issue , the unfairly trade one be really the issue .",0.7472222222222222,opinion
337,"[PROPN] [PROPN] okay , all right  a lot .",0.5178571428571428,neutral
338,our next question be from the line of [PROPN] [PROPN] represent [PROPN] [PROPN] .,0.0,fact
339,please go ahead [PROPN] [PROPN]  .,0.0,fact
340,"the question I have be on the impact of potential trade case as oppose to the process and after the trade case in [PROPN] be bring last year , I think a lot of we look at the market datum as far as the tonnage come in et cetera and I think people expect to see a massive improvement in pricing or a massive drop off in volume and we do n't really see that .",0.7111111111111111,opinion
341,so my first question to you be what do we need to see out of a trade case decision in order to have a meaningful impact on [PROPN] trade give that the levy that be decide on last year and some of there be against you and some of the heavy import country do n't seem to have that big an impact on the market ?,0.3,fact
342,well that ' why I mention that we have be offer legislative change on the part of the definition of injury .,0.0,fact
343,"that really be what be the ultimate solution and by the way some of the case that be win last year the margin be very inappropriate , which prove the determination of some of those nation and company to come after this market , regardless they have other purpose , other reason to create those business over there .",0.3880952380952381,neutral
344,I 'll remind you in the case of [PROPN] [PROPN] on the [PROPN] case we have barely a 15 % margin that barely cover anything and by the way they produce some -- in ton of product of which they consume none and 98 % of that come into the [PROPN] [PROPN] .,0.1,fact
345,"so it be really this moment , with this new language that be tie to the [PROPN] process could be a game changer .",0.35151515151515156,fact
346,[PROPN] [PROPN] okay  .,0.5,neutral
347,and then my second question be just about the issue of market share .,0.0,fact
348,I think that when we have see your announcement to cut the capacity we view that as positive as far as bring the market overall and back into supply demand balance .,0.38636363636363635,neutral
349,but do you feel as though you guy have lose some market share on the flat roll side as a result give that there maybe some other mill that can just continue to produce on either on low cost or high level .,0.33499999999999996,fact
350,"I know you mention that you can bring back capacity fairly quickly , so maybe it be not kind of a long - term issue but do you feel that you cede any in the interim .",0.44999999999999996,neutral
351,the only loss of the market share that we 've have have be to import [PROPN] .,1.0,opinion
352,that be the area where we lose it .,0.0,fact
353,"[PROPN] [PROPN] okay , great ,  very much .",0.5033333333333333,neutral
354,and our next question be from the line of [PROPN] [PROPN] with [PROPN] [PROPN] .,0.0,fact
355,please go ahead .,0.0,fact
356,[PROPN] [PROPN] hi  .,0.0,fact
357,"I just want to drill down a little more deeply into the cost issue again , give that realize pricing be roughly flat quarter - on - quarter and the big drop off in your ebitda be due to that sort of $ 100 change in unit cost .",0.32698412698412704,fact
358,you do mention it be due to fix cost or lack of fix cost dilution but then you also mention early that there be some reservation that you be make in term of the warrant notice that you put out and as well probably some layoff cost .,0.3375,fact
359,so I be wonder if you could just quantify of that $ 100 sequential change we see in cost .,0.0,fact
360,but how much of that be due to fix cost or a lack of fix cost dilution and how much be due to one - off .,0.31666666666666665,fact
361,[PROPN] [PROPN] [PROPN] I do n't have those detail right now but in the q there be a quantification of layoff impact .,0.5357142857142857,neutral
362,so I mean that you should be able to figure out how much of that $ 100 be relate to those .,0.5041666666666667,neutral
363,but I do n't have a detailed breakdown of the fix and all the component with I right now .,0.6428571428571428,opinion
364,next question be from the line of [PROPN] [PROPN] with [PROPN] .,0.0,fact
365,please go ahead .,0.0,fact
366,"[PROPN] [PROPN] yes , so  .",0.0,fact
367,[PROPN] .,0.0,fact
368,[PROPN] [PROPN] I think you just answer the question I be go to ask but the -- there have to be something in your number that cause those over $ 100 ton cost decline on an $ 8 ton decline in pricing .,0.0,fact
369,and just back into it be difficult volume that I would argue that more than 100 % of your cost be fix .,0.5,neutral
370,"so I wonder if you could just tell we if there be change in your input cost , raw material or how much you take as accrual for lay - off or anything else that may have sequentially go up or down in the cost structure .",0.3168091168091169,fact
371,.,0.0,fact
372,"[PROPN] [PROPN] [PROPN] on the cost side be one - off , like that the layoff number that be in the [PROPN] be cost that go up .",0.0,fact
373,"and the seasonal impact of the mining operation , and the mining jv would be a negative cost issue quarter - over - quarter .",0.4,neutral
374,so those will be two decent size item in addition to the fix cost absorption piece of that .,0.6666666666666666,opinion
375,[PROPN] [PROPN] great and then [PROPN] can you also explain what that tax benefit relate to -- be there an offset somewhere in the cost that would reflect those high depreciation expense or what be that benefit due to ?,0.555,neutral
376,[PROPN] [PROPN] [PROPN] the big factor that move we off a statutory tax rate be our excess depletion allowance that we get relate to mining operation and unfortunately the close our income be to breakeven the much big impact that have on that calculate tax rate .,0.4000000000000001,neutral
377,"[PROPN] [PROPN] okay , and could I ask one separate question on strategy [ indiscernible ] .",0.5,neutral
378,when you go back to [PROPN] and run it be you go to be make long product with that [PROPN] like tool ground [ ph ] or you be go to go after flat roll deduction .,0.17500000000000002,fact
379,no it be mostly round for the energy business [PROPN] .,0.4,neutral
380,"[PROPN] [PROPN] right , that would make -- so you wo n't openly be make flat roll at that location anymore .",0.38690476190476186,neutral
381,"no , the flexibility be there we can supply [PROPN] [PROPN] operation with slab from other place .",0.375,fact
382,"so we be very , very flexible in that regard .",0.39,neutral
383,our final question today will come from the line of [PROPN] [PROPN] with [PROPN] .,1.0,opinion
384,please go ahead .,0.0,fact
385,[PROPN] [PROPN]  guy .,0.0,fact
386,"just to follow up on [PROPN] 's question about the tax , so in the second quarter do we expect a big tax benefit ?",0.05,fact
387,[PROPN] [PROPN] [PROPN] I do n't have second quarter projection on tax .,0.0,fact
388,it 's base on your annual assumption and like the big factor that excess depletion allowance and that 's if you look at 10 - k that ' a pretty number .,0.7000000000000001,opinion
389,so it just depend on really what our operating result turn out to be on how that effect our blend tax position at the end of the quarter .,0.2,fact
390,[PROPN] [PROPN] so let 's just say it be flat quarter - over - quarter would it be the same number ?,0.125,fact
391,[PROPN] [PROPN] [PROPN] I do n't know .,0.0,fact
392,I have n't see that calculation .,0.0,fact
393,"[PROPN] [PROPN] okay ,  .",0.5,neutral
394,okay  all .,0.5,neutral
395,we appreciate all the question .,0.0,fact
396,"[PROPN] , a final remark here for we .",1.0,opinion
397,"sure so before we sign off I would like to acknowledge the hard work of our employee and their extraordinary effort to improve our company , while remain fully committed to our core value of ethic integrity and safety .",0.8101851851851851,opinion
398,"we know some of the short - term action that we take impact our team , but these action be necessary to create a strong company .",0.44666666666666666,neutral
399,slowly but surely all of the initiative be pursue will make we strong and well position to serve our customer and will result in a well and safe work place for all of our employee .,0.6305555555555555,opinion
400,"so overall , you can say between 3 million ton to 5 million ton of unallocated [PROPN] limit be there with the state government .",0.0,fact
401,"and this obviously would apply that if the state government want to push its achievement of the 20 million cap which be there currently , they would request the current mining company to come forward .",0.43333333333333335,neutral
402,"and as [PROPN] [PROPN] have mention , that we be well poised to achieve whatever excess that the state government would like to allocate to we at an appropriate time .",0.5,neutral
403,"and come to [PROPN] , where we have [PROPN] limit of 2.29 million ton , we have make application to the development authority for achieve our original [PROPN] which be 6 million ton for the state .",0.75,opinion
404,"and as you know , in [PROPN] , there have be a cap impose of 5 million ton in [PROPN] area which be where our mine be .",0.0,fact
405,"so there be a recent hearing in the honorable [PROPN] [PROPN] where the court have mention that the current 30 million ton to the state will be allocate to the [PROPN] and b category mine , which mean [PROPN] and [PROPN] who be the other two state miner , their [PROPN] limit will be curtail at some point of time .",0.428125,neutral
406,and we can be beneficiary of our expansion from 2.3 million ton to 6 million ton .,0.0,fact
407,"but having say that , our application have to go through the approval mechanism which be go through at this point in time .",0.0,fact
408,and we should have a well visibility of the enhanced capital by the end of this quarter .,0.0,fact
409,"okay ,  .",0.5,neutral
410,"and the question relate to [PROPN] , question be also now that we be make good ebitda , so the logistic largely the operator , be their contract link to realization or be it a fix transfer , if then iron ore price move up far , will it directly transfer into [PROPN] or will a transfer be take away by other logistic and cost ?",0.5607142857142857,neutral
411,no the logistic cost be all base on the logistic commercial parameter .,0.5,neutral
412,so they be not link to the price of iron ore .,0.0,fact
413,"so price of iron ore keep float and we always have amount of shipment average in [ indiscernible ] so that remain , the top line be always free .",0.5666666666666667,neutral
414,"okay ,  .",0.5,neutral
415,"and just last question on the aluminum operation , so I consider [PROPN] trial for environmental clearance for its mine , so any progress on those ?",0.06666666666666667,fact
416,"so maybe I will start with that and [PROPN] will , of course , would follow .",0.0,fact
417,but we have two area of mine .,0.0,fact
418,one of they be fairly the north of [PROPN] in [PROPN] at that main pad .,0.6166666666666667,neutral
419,I just actually have the opportunity to visit there about three week ago .,0.1,fact
420,and we will be – we be start mining and that be all on a mechanized contract mining basis .,0.0,fact
421,"with that , [PROPN] over to you .",0.0,fact
422,yes .,0.0,fact
423,I think these two mine be very important mine for we .,1.0,opinion
424,"in fact , you can see that [PROPN] and [PROPN] both be under 4 % .",0.0,fact
425,we be able to definitely we have ask for the environmental clearance .,0.5625,neutral
426,"and the idea be to far to intensify the mining , obviously with the mechanization because we find – we get a lot of feeling that they be lot of value interest and we can significantly support the refinery of [PROPN] [ indiscernible ] of this mining , both from the [PROPN] as well as [PROPN] .",0.7916666666666666,opinion
427,"but having say like that , I think we need to also create certain amount of infrastructure improvement include some physical separation and purification of the mineral so that we give the right kind of value at the refinery .",0.5375,neutral
428,but both team be under tremendous focus .,1.0,opinion
429,I know we intend to carry out a large volume of the mining for both these mine .,0.42857142857142855,neutral
430,"okay ,  and wish you all a very happy [PROPN] .",0.75,opinion
431,.,0.0,fact
432,the next question be from the line of [PROPN] [PROPN] from [PROPN] & [PROPN] [PROPN] .,0.0,fact
433,please proceed .,0.0,fact
434,good evening sir .,0.6000000000000001,neutral
435,hello .,0.0,fact
436,yes .,0.0,fact
437,we be here .,0.0,fact
438,yes .,0.0,fact
439,"[PROPN] , last year at the start of the year , you have give a 30 % ebitda growth guidance at that current metal price , since then after all the metal price have move up significantly , so still we be maintain that 30 % ebitda growth target , so be we already comprehend in recent rate or how would this or there be a possibility of increase [PROPN] ?",0.3979166666666667,neutral
440,"well , let I just try to recall the timing when we talk about it .",0.0,fact
441,"if I remember , we would have give that in the fourth quarter of the year , [PROPN] , where you have already see a lot of the upward price movement from the beginning of the year .",0.0,fact
442,"so remember on the chart we show early , with 33 % increase in our basket , but the bulk of that have happen between [PROPN] and [PROPN] .",0.3,fact
443,"so if you look at the price movement from [PROPN] to now , they have not actually have that same progressive price movement .",0.1125,fact
444,"but as I would say , [PROPN] , correct I if I be wrong .",0.9,opinion
445,but most of the increase that we have see from [PROPN] would probably be relate to high volume .,0.52,neutral
446,"and of course , just remember , that we have have – we have a strong fourth quarter of last year at [PROPN] [PROPN] .",0.26666666666666666,fact
447,"and [ indiscernible ] planned cycle , but we have a much weak first quarter at [PROPN] [PROPN] .",0.47916666666666663,neutral
448,so we have other thing beside that period - on - period comparison we present in [PROPN] .,0.1875,fact
449,you be right on the – price be fairly consistent with what we have at that point in time and the market have already move up by that time .,0.39285714285714285,neutral
450,"okay , sir that ' all from my side .",0.5,neutral
451,very much .,0.26,fact
452,the next question be a follow - up question from the line of [PROPN] [PROPN] from [PROPN] .,0.0,fact
453,please proceed .,0.0,fact
454,[PROPN] [PROPN] yes .,0.0,fact
455,for another chance .,0.0,fact
456,"just one question , now after the [PROPN] merger , what do we do with the cash we get , do we lower the gross debt , repay some dividend , start exclude expansion opportunity of those business ?",0.0,fact
457,"well , look I think that I will ask [PROPN] to comment , but just want to remind you what we have be say for the past year about this that once the merger be complete , it will be up to the [PROPN] of the company to determine the good allocation of capital .",0.4166666666666667,neutral
458,"and as you would have hear I early describe it , we would be expect that our cairn business it self will have growth opportunity or will have some money unavailable for .",0.3,fact
459,I would like maybe [PROPN] if you can talk a bit about that from a [PROPN] perspective .,0.0,fact
460,"and clearly , the market be generally expect that there be some de - levering with this .",0.44166666666666665,neutral
461,"so we would see there would be room for quite a bit of flexibility with the [PROPN] to meet our objective , which be to grow those part of the business and make a lot of sense , particularly in oil and gas , as we have say , but also to improve the overall direction of de - levering of the company .",0.14444444444444446,fact
462,so maybe if I can start by ask [PROPN] to comment from a balance sheet perspective and then [PROPN] to talk about some of the growth thing you have in your plate in [PROPN] .,0.0,fact
463,[PROPN] .,0.0,fact
464,as you likely point out several optionalitie for we from a balance sheet point of view as several of the business ramp up and if price continue at this level .,0.3333333333333333,fact
465,"but yes , the final decision on how the cash can be allocate would be leave the [PROPN] under the broad principle of robust capital allocation .",0.65625,opinion
466,and quick reminder before [PROPN] come on as [PROPN] by itself on a standalone business produce significant positive cash flow post [PROPN] every year .,0.6401515151515151,opinion
467,"so with that , I will hand it over to [PROPN] .",0.0,fact
468,", [PROPN] .",0.0,fact
469,we have coal project that we have go for the past year and the parameter that we have choose be 18 % to 20 % [PROPN] at $ 40 oil book .,0.25,fact
470,"and in that context , we be quite pleased that the team have bring – to bring to life almost four idea .",1.0,opinion
471,"one be on the gas project , which be good – would have volume of 25,000 to 30,000 barrel of oil equivalent .",0.6000000000000001,neutral
472,the second – two project relate to enhance oil recovery at [PROPN] – sorry at [PROPN] and [PROPN] after the success of the [PROPN] [PROPN] as [PROPN] mention early on in the call be significant .,0.43499999999999994,neutral
473,"we believe that the combine volume that could come out of these enhanced oil recovery would be in the region of about 30,000 barrel of oil per day .",0.0,fact
474,"and lastly , it ' a tight oil obviously , there be a bunch of they , but the first project that we would like to do be on the [PROPN] [PROPN] [PROPN] and which again be 20,000 barrel of oil per day project and all these be very close to 18 % [PROPN] , with the gas one be north of 25 % .",0.3547619047619048,fact
475,"so , we want to take these without reasonably well in line with the partner and we believe we should be in a position to get all approval , include they towards the next 6 to 9 month and produce to execution .",0.3,fact
476,"so all - in - all , about 175 million barrel of reserve out of which about 60 to 65 million barrel that we already book .",0.0,fact
477,"so , you can give an [PROPN] a reserve depletion ratio of excess of 1 , exit when it happen , this be till 2030 and we look forward to execute these project .",0.0,fact
478,[PROPN] [PROPN]  .,0.0,fact
479,"and definitely of $ 400 million to [PROPN] [PROPN] , when do we pay that ?",0.5,neutral
480,"yes , as we have articulate during the quarter one result , it ' when we expect to pay down during this financial year .",0.14444444444444446,fact
481,[PROPN] [PROPN] understand .,0.0,fact
482,and all the good .,0.6000000000000001,neutral
483,.,0.0,fact
484,we will take our next question from the line of [PROPN] [PROPN] from [PROPN] .,0.0,fact
485,please proceed .,0.0,fact
486,"yes ,  for take my question again .",0.0,fact
487,"a small thing from [PROPN] 36 , so if I take the revenue and divide it by total production or even total sale , it give I an aluminum selling price which be low than [PROPN] , and historically , this have be sufficiently high to reflect both the physical market premium and the product premium .",0.4118367346938775,neutral
488,"so , be that something that I be not read right in this ?",0.5357142857142857,neutral
490,"s[PROPN] 30.3 billion of revenue , you divide it either by 296 kt of total aluminum production or 284 kt of total aluminum sale ?",0.75,opinion
492,I think what you see there be the total production .,0.75,opinion
493,"if you cast your eye to probably page # 30 , [PROPN] # 40 .",0.0,fact
494,right .,0.5357142857142857,neutral
495,the aluminum sale would be 249 for the quarter .,0.0,fact
496,and you should also subtract the trial run which be not book through the [PROPN] that ' right .,0.5357142857142857,neutral
497,"so , the trial run be not book to the [PROPN] which go to the – out of the 284 trial run , net of trial will be 249 .",0.0,fact
498,"and if you divide it by 249 , you get your answer .",0.0,fact
499,"no , trial run frankly have be in the prior quarter as well , but it ' well if I take this online – offline .",0.0,fact
500,so much for answer .,0.2,fact
501,.,0.0,fact
502,"lady and gentleman , that be the last question .",0.06666666666666667,fact
503,I now hand the conference over to [PROPN] [PROPN] for close comment .,0.0,fact
504,over to you ?,0.0,fact
505,yes .,0.0,fact
506,"[PROPN] , any closing comment ?",0.0,fact
507,"yes , well  .",0.0,fact
508,"look I think that again , we always would like a well quarter , we always like well number , we always like well market .",0.0,fact
509,I would have like that we do not have the top line failure .,0.4,neutral
510,"but that all be say our revenue be up , [PROPN] be up , high as it 's be in 7 quarter .",0.5399999999999999,neutral
511,"margin , ebitda margin high as it 's be in several year .",0.26999999999999996,fact
512,"we have not spectacular price improvement , but steady price improvement on a calendar year - to - date basis .",0.7,opinion
513,and we say we ramp up our production .,0.0,fact
514,we be ramp up production .,0.0,fact
515,all of this be deliver we that cash flow .,0.0,fact
516,it 's deliver we the delevering .,0.0,fact
517,"and with the pende merger of [PROPN] , we will have even a strong position .",0.7333333333333333,opinion
518,I know that most of you in the call have be quite positive in your recent assessment .,0.4318181818181818,neutral
519,for that and we look forward to see those continue positive assessment as we continue to deliver what you expect we to deliver .,0.5454545454545454,neutral
520,.,0.0,fact
521,"with that , over to you , [PROPN] .",0.0,fact
522,very much .,0.26,fact
523,the next question be from [PROPN] [PROPN] from [PROPN] [PROPN] .,0.0,fact
524,please go ahead .,0.0,fact
525,hey .,0.0,fact
526,from my side as well .,0.0,fact
527,I just have one question leave and it continue on page six .,0.0,fact
528,"so this net new money figure , which be obviously , I guess , a huge number in any respect , the [PROPN] 15.5 billion .",0.4636363636363636,neutral
529,"[PROPN] , you make a comment frequently over the past week that [PROPN] be very selective when it take on new client business and very price sensitive .",0.4174242424242425,neutral
530,"can I ask a question , what could this number have be had you drop your price sensitivity here ?",0.0,fact
531,"and secondly , I guess , the implication of say [PROPN] be price - sensitive be the less attractive business go somewhere else .",0.4916666666666667,neutral
532,"can I ask you , do you think that you 've lose - or do you think [PROPN] rather at least give up share to other private bank in order to stay price - discipline ?",0.3833333333333333,neutral
533,"and finally , and I be not expect you to be company specific here , but just I guess , generalize , who do you think be take up the net new money in the sector that [PROPN] be turn away ?",0.39488636363636365,neutral
534,very much .,0.26,fact
535,", [PROPN] .",0.0,fact
536,"well , I would say that , again , when we look at our net new money , we be , as [PROPN] already mention before , we really look at different measure and target that we 've set against those inflow .",0.3136363636363636,fact
537,"I think it be much easy when you be talk about net new money , share of wallet come from exist client .",0.4292929292929293,neutral
538,"you know exactly how they behave , how they invest , and then you can put a probability of your assumption be correct at a much high level than , for example , if you have an acquisition of a new client that bring only cash , which , whatever due diligence you need to do , you be go to have a different - probably a different visibility about how this money will translate into asset .",0.5456493506493506,neutral
539,"so depend on those element , we have a set of metric that we use , and we believe have be prove to be quite important and indicative of future pattern .",0.5625,neutral
540,"I think that be - because we do that , our aim be to reduce the probability of not take on board money that we think could have be profitable .",0.0,fact
541,"so if we make a decision that , like we do in [PROPN] and [PROPN] and partially also in [PROPN] to exit money or to invite client to look for other alternative , we basically have a good indication of what be go to happen .",0.42500000000000004,neutral
542,so it be difficult to say that we think we lose money somewhere else that would have be accretive to we .,1.0,opinion
543,"I mean , I hope it be not the case , and the probability be very low .",0.5387500000000001,neutral
544,maybe some other people do benefit from that .,0.375,fact
545,it be difficult for I to comment .,1.0,opinion
546,I will not comment on that .,0.0,fact
547,it be not our task to comment on competitor 's dynamic .,0.16666666666666666,fact
548,"but we do believe that keep that discipline create also a clarity of interaction with our client about what we be aim , and what they aim for from we , and we be go to continue to do that in the future .",0.125,fact
549,"for sure , grow but exactly how much will it grow .",0.44629629629629625,neutral
550,"and you have currency , how will they develop .",0.0,fact
551,"but everything else be equal , unless we do n't have a major negative happening , then I still firmly believe that we have the trough year and we will see a marginal improvement next year in our operating profit .",0.30999999999999994,fact
552,we also have thing that could happen such as we have the orphan drug designation that [PROPN] get on [PROPN] which be protect both [PROPN] and [PROPN] from generic competition .,0.25,fact
553,and that have be appeal and it have actually the court proceeding have happen and we be wait for the outcome of that litigation .,0.1,fact
554,we hope it will go [PROPN] 's way so that there would be no change to the situation that [PROPN] have an orphan drug designation .,0.0,fact
555,but that could also be a swing factor .,0.0,fact
556,"so a lot of back and forth , but I would say , everything else be equal , I totally confirm that we expect this to be the trough year and that we will see a marginal improvement in the operating profit next year .",0.25,fact
557,guy .,0.0,fact
558,and your next question come from [PROPN] [PROPN] with [PROPN] [PROPN] .,0.0,fact
559,hi .,0.0,fact
560,", everyone .",0.0,fact
561,"just a really quick question from we on the [PROPN] increase spend , can you talk a little about the strategy ?",0.5,neutral
562,and be you test new strategy that you be find be work well than your expectation ?,0.45454545454545453,neutral
563,"and then [PROPN] , if you could just talk about how widespread those [PROPN] increase be across the globe , or be it concentrate by region ?",0.0,fact
564,"good question , [PROPN] .",0.6000000000000001,neutral
565,so we 're comfortable put the money in because we 're validate what we be spend behind in advance of put money behind it .,0.7333333333333334,opinion
566,"so every piece of advertising that air , that we invest behind go through a battery of test .",0.7,opinion
567,"and we 've have very , very strong advertising testing result .",0.9533333333333333,opinion
568,"and we use the same methodology that all the , sort of the academy consumer good company would use , same supplier , same methodology .",0.24375000000000002,fact
569,and we test our advertising against all industry at .,0.0,fact
570,so we know how they be perform versus the good .,0.6000000000000001,neutral
571,and they 've do extremely well in pre - testing before we take they to market .,1.0,opinion
572,"so , we have quantitatively validate the ad we 're spend behind .",0.7,opinion
573,that ' the first threshold before we 'll put any money behind the piece of advertising .,0.5166666666666666,neutral
574,the second be drive by portfolio strategy and the where - to - play choice we 're make in the business .,0.0,fact
575,"and writing have get a disproportionate amount of investment relative to the rest of the portfolio because of its win big status and because it be prove to be very , very responsive to the investment .",0.2225,fact
576,we be increasingly broaden the geographic footprint to that investment .,0.0,fact
577,we start that in 2014 .,0.0,fact
